day_id,day_of_week,hour,ACTIVITY_NAME,ACTIVITY_NAME_ENC
1683,3,10,Religious and Volunteer Activities,5
1683,3,11,Education,2
1683,3,12,Education,2
1683,3,13,Sports and Exercise,9
1683,3,14,Education,2
1683,3,15,Religious and Volunteer Activities,5
1683,3,16,Education,2
1683,3,17,Caring for Household Members,0
1683,3,18,Socializing and Leisure,8
1683,3,19,Household Activities,3
1683,3,20,Religious and Volunteer Activities,5
1683,3,21,Sports and Exercise,9
1683,3,22,Working,11
1683,3,23,Personal Care,4
1684,4,0,Working,11
1684,4,1,Sleeping,7
1684,4,2,Sleeping,7
1684,4,3,Sleeping,7
1684,4,4,Sleeping,7
1684,4,5,Sleeping,7
1684,4,6,Socializing and Leisure,8
1684,4,7,Working,11
1684,4,8,Eating and Drinking,1
1684,4,9,Working,11
1684,4,10,Working,11
1684,4,11,Personal Care,4
1684,4,12,Household Activities,3
1684,4,13,Socializing and Leisure,8
1684,4,14,Working,11
1684,4,15,Shopping,6
1684,4,16,Shopping,6
1684,4,17,Working,11
1684,4,18,Caring for Household Members,0
1684,4,19,Socializing and Leisure,8
1684,4,20,Sleeping,7
1684,4,21,Sleeping,7
1684,4,22,Religious and Volunteer Activities,5
1684,4,23,Sleeping,7
1685,5,0,Sleeping,7
1685,5,1,Sleeping,7
1685,5,2,Sleeping,7
1685,5,3,Sleeping,7
1685,5,4,Sleeping,7
1685,5,5,Personal Care,4
1685,5,6,Caring for Household Members,0
1685,5,7,Personal Care,4
1685,5,8,Traveling / Commuting,10
1685,5,9,Working,11
1685,5,10,Working,11
1685,5,11,Traveling / Commuting,10
1685,5,12,Eating and Drinking,1
1685,5,13,Personal Care,4
1685,5,14,Sports and Exercise,9
1685,5,15,Working,11
1685,5,16,Education,2
1685,5,17,Personal Care,4
1685,5,18,Household Activities,3
1685,5,19,Eating and Drinking,1
1685,5,20,Socializing and Leisure,8
1685,5,21,Personal Care,4
1685,5,22,Personal Care,4
1685,5,23,Caring for Household Members,0
1686,6,0,Household Activities,3
1686,6,1,Sleeping,7
1686,6,2,Sleeping,7
1686,6,3,Sleeping,7
1686,6,4,Sleeping,7
1686,6,5,Sports and Exercise,9
1686,6,6,Traveling / Commuting,10
1686,6,7,Traveling / Commuting,10
1686,6,8,Education,2
1686,6,9,Working,11
1686,6,10,Education,2
1686,6,11,Education,2
1686,6,12,Traveling / Commuting,10
1686,6,13,Traveling / Commuting,10
1686,6,14,Household Activities,3
1686,6,15,Socializing and Leisure,8
1686,6,16,Personal Care,4
1686,6,17,Socializing and Leisure,8
1686,6,18,Caring for Household Members,0
1686,6,19,Religious and Volunteer Activities,5
1686,6,20,Traveling / Commuting,10
1686,6,21,Socializing and Leisure,8
1686,6,22,Sleeping,7
1686,6,23,Sleeping,7
1687,0,0,Sleeping,7
1687,0,1,Sleeping,7
1687,0,2,Sleeping,7
1687,0,3,Personal Care,4
1687,0,4,Sleeping,7
1687,0,5,Sleeping,7
1687,0,6,Household Activities,3
1687,0,7,Traveling / Commuting,10
1687,0,8,Traveling / Commuting,10
1687,0,9,Religious and Volunteer Activities,5
1687,0,10,Education,2
1687,0,11,Working,11
1687,0,12,Traveling / Commuting,10
1687,0,13,Working,11
1687,0,14,Working,11
1687,0,15,Working,11
1687,0,16,Education,2
1687,0,17,Traveling / Commuting,10
1687,0,18,Household Activities,3
1687,0,19,Caring for Household Members,0
1687,0,20,Traveling / Commuting,10
1687,0,21,Sleeping,7
1687,0,22,Socializing and Leisure,8
1687,0,23,Sleeping,7
1688,1,0,Sleeping,7
1688,1,1,Sleeping,7
1688,1,2,Sleeping,7
1688,1,3,Sleeping,7
1688,1,4,Caring for Household Members,0
1688,1,5,Personal Care,4
1688,1,6,Education,2
1688,1,7,Education,2
1688,1,8,Working,11
1688,1,9,Shopping,6
1688,1,10,Sports and Exercise,9
1688,1,11,Personal Care,4
1688,1,12,Working,11
1688,1,13,Religious and Volunteer Activities,5
1688,1,14,Socializing and Leisure,8
1688,1,15,Working,11
1688,1,16,Working,11
1688,1,17,Working,11
1688,1,18,Caring for Household Members,0
1688,1,19,Eating and Drinking,1
1688,1,20,Personal Care,4
1688,1,21,Household Activities,3
1688,1,22,Household Activities,3
1688,1,23,Sleeping,7
1689,2,0,Sleeping,7
1689,2,1,Sleeping,7
1689,2,2,Sleeping,7
1689,2,3,Sleeping,7
1689,2,4,Sleeping,7
1689,2,5,Personal Care,4
1689,2,6,Eating and Drinking,1
1689,2,7,Traveling / Commuting,10
1689,2,8,Caring for Household Members,0
1689,2,9,Eating and Drinking,1
1689,2,10,Working,11
1689,2,11,Religious and Volunteer Activities,5
1689,2,12,Religious and Volunteer Activities,5
1689,2,13,Working,11
1689,2,14,Working,11
1689,2,15,Household Activities,3
1689,2,16,Shopping,6
1689,2,17,Caring for Household Members,0
1689,2,18,Shopping,6
1689,2,19,Eating and Drinking,1
1689,2,20,Personal Care,4
1689,2,21,Socializing and Leisure,8
1689,2,22,Socializing and Leisure,8
1689,2,23,Sleeping,7
1690,3,0,Sleeping,7
1690,3,1,Sleeping,7
1690,3,2,Sleeping,7
1690,3,3,Sleeping,7
1690,3,4,Sleeping,7
1690,3,5,Personal Care,4
1690,3,6,Eating and Drinking,1
1690,3,7,Personal Care,4
1690,3,8,Socializing and Leisure,8
1690,3,9,Working,11
1690,3,10,Eating and Drinking,1
1690,3,11,Shopping,6
1690,3,12,Personal Care,4
1690,3,13,Working,11
1690,3,14,Education,2
1690,3,15,Personal Care,4
1690,3,16,Socializing and Leisure,8
1690,3,17,Religious and Volunteer Activities,5
1690,3,18,Eating and Drinking,1
1690,3,19,Caring for Household Members,0
1690,3,20,Socializing and Leisure,8
1690,3,21,Caring for Household Members,0
1690,3,22,Household Activities,3
1690,3,23,Sleeping,7
1691,4,0,Sleeping,7
1691,4,1,Sleeping,7
1691,4,2,Sleeping,7
1691,4,3,Sleeping,7
1691,4,4,Personal Care,4
1691,4,5,Household Activities,3
1691,4,6,Sleeping,7
1691,4,7,Eating and Drinking,1
1691,4,8,Working,11
1691,4,9,Socializing and Leisure,8
1691,4,10,Education,2
1691,4,11,Eating and Drinking,1
1691,4,12,Eating and Drinking,1
1691,4,13,Working,11
1691,4,14,Working,11
1691,4,15,Shopping,6
1691,4,16,Caring for Household Members,0
1691,4,17,Household Activities,3
1691,4,18,Shopping,6
1691,4,19,Household Activities,3
1691,4,20,Household Activities,3
1691,4,21,Eating and Drinking,1
1691,4,22,Personal Care,4
1691,4,23,Sleeping,7
1692,5,0,Sleeping,7
1692,5,1,Sleeping,7
1692,5,2,Sleeping,7
1692,5,3,Sleeping,7
1692,5,4,Sleeping,7
1692,5,5,Sleeping,7
1692,5,6,Eating and Drinking,1
1692,5,7,Eating and Drinking,1
1692,5,8,Caring for Household Members,0
1692,5,9,Education,2
1692,5,10,Caring for Household Members,0
1692,5,11,Eating and Drinking,1
1692,5,12,Personal Care,4
1692,5,13,Working,11
1692,5,14,Working,11
1692,5,15,Personal Care,4
1692,5,16,Working,11
1692,5,17,Traveling / Commuting,10
1692,5,18,Personal Care,4
1692,5,19,Religious and Volunteer Activities,5
1692,5,20,Education,2
1692,5,21,Socializing and Leisure,8
1692,5,22,Socializing and Leisure,8
1692,5,23,Sleeping,7
1693,6,0,Sleeping,7
1693,6,1,Sleeping,7
1693,6,2,Sleeping,7
1693,6,3,Sleeping,7
1693,6,4,Personal Care,4
1693,6,5,Sleeping,7
1693,6,6,Personal Care,4
1693,6,7,Sports and Exercise,9
1693,6,8,Eating and Drinking,1
1693,6,9,Working,11
1693,6,10,Working,11
1693,6,11,Education,2
1693,6,12,Household Activities,3
1693,6,13,Socializing and Leisure,8
1693,6,14,Working,11
1693,6,15,Traveling / Commuting,10
1693,6,16,Working,11
1693,6,17,Sports and Exercise,9
1693,6,18,Religious and Volunteer Activities,5
1693,6,19,Shopping,6
1693,6,20,Socializing and Leisure,8
1693,6,21,Sleeping,7
1693,6,22,Sleeping,7
1693,6,23,Socializing and Leisure,8
1694,0,0,Sleeping,7
1694,0,1,Household Activities,3
1694,0,2,Sleeping,7
1694,0,3,Sleeping,7
1694,0,4,Sleeping,7
1694,0,5,Sleeping,7
1694,0,6,Personal Care,4
1694,0,7,Eating and Drinking,1
1694,0,8,Working,11
1694,0,9,Religious and Volunteer Activities,5
1694,0,10,Working,11
1694,0,11,Shopping,6
1694,0,12,Eating and Drinking,1
1694,0,13,Education,2
1694,0,14,Shopping,6
1694,0,15,Working,11
1694,0,16,Traveling / Commuting,10
1694,0,17,Traveling / Commuting,10
1694,0,18,Socializing and Leisure,8
1694,0,19,Religious and Volunteer Activities,5
1694,0,20,Socializing and Leisure,8
1694,0,21,Socializing and Leisure,8
1694,0,22,Sleeping,7
1694,0,23,Sleeping,7
1695,1,0,Religious and Volunteer Activities,5
1695,1,1,Sleeping,7
1695,1,2,Sleeping,7
1695,1,3,Sleeping,7
1695,1,4,Sleeping,7
1695,1,5,Sleeping,7
1695,1,6,Household Activities,3
1695,1,7,Religious and Volunteer Activities,5
1695,1,8,Personal Care,4
1695,1,9,Education,2
1695,1,10,Working,11
1695,1,11,Personal Care,4
1695,1,12,Shopping,6
1695,1,13,Education,2
1695,1,14,Working,11
1695,1,15,Working,11
1695,1,16,Working,11
1695,1,17,Traveling / Commuting,10
1695,1,18,Working,11
1695,1,19,Caring for Household Members,0
1695,1,20,Education,2
1695,1,21,Socializing and Leisure,8
1695,1,22,Socializing and Leisure,8
1695,1,23,Socializing and Leisure,8
1696,2,0,Sleeping,7
1696,2,1,Sleeping,7
1696,2,2,Sleeping,7
1696,2,3,Religious and Volunteer Activities,5
1696,2,4,Sleeping,7
1696,2,5,Household Activities,3
1696,2,6,Personal Care,4
1696,2,7,Eating and Drinking,1
1696,2,8,Eating and Drinking,1
1696,2,9,Shopping,6
1696,2,10,Working,11
1696,2,11,Working,11
1696,2,12,Eating and Drinking,1
1696,2,13,Working,11
1696,2,14,Household Activities,3
1696,2,15,Working,11
1696,2,16,Eating and Drinking,1
1696,2,17,Socializing and Leisure,8
1696,2,18,Sports and Exercise,9
1696,2,19,Socializing and Leisure,8
1696,2,20,Religious and Volunteer Activities,5
1696,2,21,Sleeping,7
1696,2,22,Socializing and Leisure,8
1696,2,23,Sleeping,7
1697,3,0,Sleeping,7
1697,3,1,Sleeping,7
1697,3,2,Sleeping,7
1697,3,3,Sleeping,7
1697,3,4,Sleeping,7
1697,3,5,Sleeping,7
1697,3,6,Household Activities,3
1697,3,7,Education,2
1697,3,8,Working,11
1697,3,9,Working,11
1697,3,10,Working,11
1697,3,11,Eating and Drinking,1
1697,3,12,Eating and Drinking,1
1697,3,13,Eating and Drinking,1
1697,3,14,Personal Care,4
1697,3,15,Working,11
1697,3,16,Working,11
1697,3,17,Religious and Volunteer Activities,5
1697,3,18,Religious and Volunteer Activities,5
1697,3,19,Eating and Drinking,1
1697,3,20,Household Activities,3
1697,3,21,Caring for Household Members,0
1697,3,22,Sleeping,7
1697,3,23,Sleeping,7
1698,4,0,Sleeping,7
1698,4,1,Sleeping,7
1698,4,2,Sleeping,7
1698,4,3,Sleeping,7
1698,4,4,Traveling / Commuting,10
1698,4,5,Sleeping,7
1698,4,6,Traveling / Commuting,10
1698,4,7,Caring for Household Members,0
1698,4,8,Socializing and Leisure,8
1698,4,9,Traveling / Commuting,10
1698,4,10,Religious and Volunteer Activities,5
1698,4,11,Education,2
1698,4,12,Working,11
1698,4,13,Working,11
1698,4,14,Shopping,6
1698,4,15,Education,2
1698,4,16,Socializing and Leisure,8
1698,4,17,Caring for Household Members,0
1698,4,18,Caring for Household Members,0
1698,4,19,Personal Care,4
1698,4,20,Traveling / Commuting,10
1698,4,21,Sleeping,7
1698,4,22,Household Activities,3
1698,4,23,Socializing and Leisure,8
1699,5,0,Sleeping,7
1699,5,1,Sleeping,7
1699,5,2,Sleeping,7
1699,5,3,Sleeping,7
1699,5,4,Sleeping,7
1699,5,5,Eating and Drinking,1
1699,5,6,Eating and Drinking,1
1699,5,7,Caring for Household Members,0
1699,5,8,Socializing and Leisure,8
1699,5,9,Working,11
1699,5,10,Working,11
1699,5,11,Personal Care,4
1699,5,12,Eating and Drinking,1
1699,5,13,Household Activities,3
1699,5,14,Shopping,6
1699,5,15,Working,11
1699,5,16,Sports and Exercise,9
1699,5,17,Caring for Household Members,0
1699,5,18,Traveling / Commuting,10
1699,5,19,Caring for Household Members,0
1699,5,20,Personal Care,4
1699,5,21,Socializing and Leisure,8
1699,5,22,Working,11
1699,5,23,Sleeping,7
1700,6,0,Sleeping,7
1700,6,1,Sleeping,7
1700,6,2,Sleeping,7
1700,6,3,Sleeping,7
1700,6,4,Sleeping,7
1700,6,5,Sports and Exercise,9
1700,6,6,Sports and Exercise,9
1700,6,7,Sleeping,7
1700,6,8,Traveling / Commuting,10
1700,6,9,Household Activities,3
1700,6,10,Working,11
1700,6,11,Education,2
1700,6,12,Working,11
1700,6,13,Working,11
1700,6,14,Working,11
1700,6,15,Household Activities,3
1700,6,16,Working,11
1700,6,17,Traveling / Commuting,10
1700,6,18,Caring for Household Members,0
1700,6,19,Caring for Household Members,0
1700,6,20,Sleeping,7
1700,6,21,Socializing and Leisure,8
1700,6,22,Personal Care,4
1700,6,23,Sleeping,7
1701,0,0,Sleeping,7
1701,0,1,Sleeping,7
1701,0,2,Sleeping,7
1701,0,3,Sleeping,7
1701,0,4,Sleeping,7
1701,0,5,Sleeping,7
1701,0,6,Personal Care,4
1701,0,7,Eating and Drinking,1
1701,0,8,Religious and Volunteer Activities,5
1701,0,9,Working,11
1701,0,10,Working,11
1701,0,11,Education,2
1701,0,12,Working,11
1701,0,13,Working,11
1701,0,14,Shopping,6
1701,0,15,Shopping,6
1701,0,16,Shopping,6
1701,0,17,Personal Care,4
1701,0,18,Education,2
1701,0,19,Eating and Drinking,1
1701,0,20,Household Activities,3
1701,0,21,Sleeping,7
1701,0,22,Socializing and Leisure,8
1701,0,23,Sleeping,7
1702,1,0,Sleeping,7
1702,1,1,Sleeping,7
1702,1,2,Sleeping,7
1702,1,3,Sleeping,7
1702,1,4,Sleeping,7
1702,1,5,Sleeping,7
1702,1,6,Personal Care,4
1702,1,7,Traveling / Commuting,10
1702,1,8,Education,2
1702,1,9,Working,11
1702,1,10,Education,2
1702,1,11,Socializing and Leisure,8
1702,1,12,Sleeping,7
1702,1,13,Working,11
1702,1,14,Working,11
1702,1,15,Working,11
1702,1,16,Working,11
1702,1,17,Religious and Volunteer Activities,5
1702,1,18,Caring for Household Members,0
1702,1,19,Education,2
1702,1,20,Household Activities,3
1702,1,21,Sleeping,7
1702,1,22,Socializing and Leisure,8
1702,1,23,Sleeping,7
1703,2,0,Eating and Drinking,1
1703,2,1,Sleeping,7
1703,2,2,Household Activities,3
1703,2,3,Sleeping,7
1703,2,4,Sleeping,7
1703,2,5,Eating and Drinking,1
1703,2,6,Sports and Exercise,9
1703,2,7,Personal Care,4
1703,2,8,Religious and Volunteer Activities,5
1703,2,9,Education,2
1703,2,10,Working,11
1703,2,11,Working,11
1703,2,12,Working,11
1703,2,13,Working,11
1703,2,14,Household Activities,3
1703,2,15,Education,2
1703,2,16,Socializing and Leisure,8
1703,2,17,Shopping,6
1703,2,18,Eating and Drinking,1
1703,2,19,Religious and Volunteer Activities,5
1703,2,20,Household Activities,3
1703,2,21,Eating and Drinking,1
1703,2,22,Household Activities,3
1703,2,23,Sleeping,7
1704,3,0,Traveling / Commuting,10
1704,3,1,Education,2
1704,3,2,Household Activities,3
1704,3,3,Sleeping,7
1704,3,4,Sleeping,7
1704,3,5,Personal Care,4
1704,3,6,Sleeping,7
1704,3,7,Eating and Drinking,1
1704,3,8,Sleeping,7
1704,3,9,Working,11
1704,3,10,Household Activities,3
1704,3,11,Working,11
1704,3,12,Working,11
1704,3,13,Education,2
1704,3,14,Sports and Exercise,9
1704,3,15,Traveling / Commuting,10
1704,3,16,Caring for Household Members,0
1704,3,17,Household Activities,3
1704,3,18,Eating and Drinking,1
1704,3,19,Socializing and Leisure,8
1704,3,20,Sports and Exercise,9
1704,3,21,Personal Care,4
1704,3,22,Socializing and Leisure,8
1704,3,23,Sleeping,7
1705,4,0,Sleeping,7
1705,4,1,Sleeping,7
1705,4,2,Sleeping,7
1705,4,3,Sleeping,7
1705,4,4,Sleeping,7
1705,4,5,Household Activities,3
1705,4,6,Household Activities,3
1705,4,7,Eating and Drinking,1
1705,4,8,Traveling / Commuting,10
1705,4,9,Working,11
1705,4,10,Working,11
1705,4,11,Working,11
1705,4,12,Traveling / Commuting,10
1705,4,13,Household Activities,3
1705,4,14,Sports and Exercise,9
1705,4,15,Religious and Volunteer Activities,5
1705,4,16,Education,2
1705,4,17,Working,11
1705,4,18,Sports and Exercise,9
1705,4,19,Socializing and Leisure,8
1705,4,20,Household Activities,3
1705,4,21,Household Activities,3
1705,4,22,Socializing and Leisure,8
1705,4,23,Sleeping,7
1706,5,0,Sleeping,7
1706,5,1,Sleeping,7
1706,5,2,Personal Care,4
1706,5,3,Sleeping,7
1706,5,4,Sleeping,7
1706,5,5,Personal Care,4
1706,5,6,Caring for Household Members,0
1706,5,7,Religious and Volunteer Activities,5
1706,5,8,Sports and Exercise,9
1706,5,9,Socializing and Leisure,8
1706,5,10,Religious and Volunteer Activities,5
1706,5,11,Eating and Drinking,1
1706,5,12,Eating and Drinking,1
1706,5,13,Shopping,6
1706,5,14,Working,11
1706,5,15,Eating and Drinking,1
1706,5,16,Working,11
1706,5,17,Sports and Exercise,9
1706,5,18,Traveling / Commuting,10
1706,5,19,Personal Care,4
1706,5,20,Socializing and Leisure,8
1706,5,21,Eating and Drinking,1
1706,5,22,Household Activities,3
1706,5,23,Sleeping,7
1707,6,0,Caring for Household Members,0
1707,6,1,Sleeping,7
1707,6,2,Sleeping,7
1707,6,3,Sleeping,7
1707,6,4,Sleeping,7
1707,6,5,Sports and Exercise,9
1707,6,6,Traveling / Commuting,10
1707,6,7,Working,11
1707,6,8,Education,2
1707,6,9,Working,11
1707,6,10,Personal Care,4
1707,6,11,Education,2
1707,6,12,Eating and Drinking,1
1707,6,13,Personal Care,4
1707,6,14,Working,11
1707,6,15,Working,11
1707,6,16,Eating and Drinking,1
1707,6,17,Traveling / Commuting,10
1707,6,18,Caring for Household Members,0
1707,6,19,Shopping,6
1707,6,20,Household Activities,3
1707,6,21,Socializing and Leisure,8
1707,6,22,Socializing and Leisure,8
1707,6,23,Socializing and Leisure,8
1708,0,0,Education,2
1708,0,1,Sleeping,7
1708,0,2,Religious and Volunteer Activities,5
1708,0,3,Sleeping,7
1708,0,4,Sleeping,7
1708,0,5,Household Activities,3
1708,0,6,Personal Care,4
1708,0,7,Personal Care,4
1708,0,8,Traveling / Commuting,10
1708,0,9,Education,2
1708,0,10,Working,11
1708,0,11,Education,2
1708,0,12,Education,2
1708,0,13,Traveling / Commuting,10
1708,0,14,Shopping,6
1708,0,15,Socializing and Leisure,8
1708,0,16,Education,2
1708,0,17,Sports and Exercise,9
1708,0,18,Socializing and Leisure,8
1708,0,19,Socializing and Leisure,8
1708,0,20,Socializing and Leisure,8
1708,0,21,Religious and Volunteer Activities,5
1708,0,22,Sleeping,7
1708,0,23,Sleeping,7
1709,1,0,Sleeping,7
1709,1,1,Sleeping,7
1709,1,2,Sleeping,7
1709,1,3,Sleeping,7
1709,1,4,Sleeping,7
1709,1,5,Traveling / Commuting,10
1709,1,6,Sports and Exercise,9
1709,1,7,Eating and Drinking,1
1709,1,8,Religious and Volunteer Activities,5
1709,1,9,Working,11
1709,1,10,Household Activities,3
1709,1,11,Caring for Household Members,0
1709,1,12,Religious and Volunteer Activities,5
1709,1,13,Eating and Drinking,1
1709,1,14,Sports and Exercise,9
1709,1,15,Working,11
1709,1,16,Eating and Drinking,1
1709,1,17,Religious and Volunteer Activities,5
1709,1,18,Socializing and Leisure,8
1709,1,19,Socializing and Leisure,8
1709,1,20,Household Activities,3
1709,1,21,Socializing and Leisure,8
1709,1,22,Socializing and Leisure,8
1709,1,23,Sleeping,7
1710,2,0,Sleeping,7
1710,2,1,Education,2
1710,2,2,Sleeping,7
1710,2,3,Sleeping,7
1710,2,4,Sleeping,7
1710,2,5,Household Activities,3
1710,2,6,Sleeping,7
1710,2,7,Caring for Household Members,0
1710,2,8,Religious and Volunteer Activities,5
1710,2,9,Religious and Volunteer Activities,5
1710,2,10,Education,2
1710,2,11,Eating and Drinking,1
1710,2,12,Religious and Volunteer Activities,5
1710,2,13,Shopping,6
1710,2,14,Working,11
1710,2,15,Socializing and Leisure,8
1710,2,16,Traveling / Commuting,10
1710,2,17,Eating and Drinking,1
1710,2,18,Traveling / Commuting,10
1710,2,19,Religious and Volunteer Activities,5
1710,2,20,Sleeping,7
1710,2,21,Sports and Exercise,9
1710,2,22,Socializing and Leisure,8
1710,2,23,Sleeping,7
1711,3,0,Sleeping,7
1711,3,1,Sleeping,7
1711,3,2,Sleeping,7
1711,3,3,Sleeping,7
1711,3,4,Sleeping,7
1711,3,5,Traveling / Commuting,10
1711,3,6,Traveling / Commuting,10
1711,3,7,Eating and Drinking,1
1711,3,8,Caring for Household Members,0
1711,3,9,Shopping,6
1711,3,10,Shopping,6
1711,3,11,Working,11
1711,3,12,Eating and Drinking,1
1711,3,13,Eating and Drinking,1
1711,3,14,Working,11
1711,3,15,Traveling / Commuting,10
1711,3,16,Working,11
1711,3,17,Eating and Drinking,1
1711,3,18,Socializing and Leisure,8
1711,3,19,Personal Care,4
1711,3,20,Personal Care,4
1711,3,21,Socializing and Leisure,8
1711,3,22,Household Activities,3
1711,3,23,Sleeping,7
1712,4,0,Sleeping,7
1712,4,1,Sleeping,7
1712,4,2,Sleeping,7
1712,4,3,Sleeping,7
1712,4,4,Sleeping,7
1712,4,5,Personal Care,4
1712,4,6,Sports and Exercise,9
1712,4,7,Traveling / Commuting,10
1712,4,8,Traveling / Commuting,10
1712,4,9,Household Activities,3
1712,4,10,Shopping,6
1712,4,11,Shopping,6
1712,4,12,Traveling / Commuting,10
1712,4,13,Education,2
1712,4,14,Working,11
1712,4,15,Working,11
1712,4,16,Household Activities,3
1712,4,17,Household Activities,3
1712,4,18,Religious and Volunteer Activities,5
1712,4,19,Household Activities,3
1712,4,20,Eating and Drinking,1
1712,4,21,Sports and Exercise,9
1712,4,22,Sleeping,7
1712,4,23,Sleeping,7
1713,5,0,Sleeping,7
1713,5,1,Sleeping,7
1713,5,2,Sleeping,7
1713,5,3,Sleeping,7
1713,5,4,Sleeping,7
1713,5,5,Personal Care,4
1713,5,6,Eating and Drinking,1
1713,5,7,Traveling / Commuting,10
1713,5,8,Working,11
1713,5,9,Working,11
1713,5,10,Shopping,6
1713,5,11,Eating and Drinking,1
1713,5,12,Eating and Drinking,1
1713,5,13,Education,2
1713,5,14,Working,11
1713,5,15,Socializing and Leisure,8
1713,5,16,Working,11
1713,5,17,Traveling / Commuting,10
1713,5,18,Religious and Volunteer Activities,5
1713,5,19,Caring for Household Members,0
1713,5,20,Socializing and Leisure,8
1713,5,21,Caring for Household Members,0
1713,5,22,Socializing and Leisure,8
1713,5,23,Sleeping,7
1714,6,0,Sleeping,7
1714,6,1,Sleeping,7
1714,6,2,Sleeping,7
1714,6,3,Sleeping,7
1714,6,4,Sleeping,7
1714,6,5,Caring for Household Members,0
1714,6,6,Sleeping,7
1714,6,7,Caring for Household Members,0
1714,6,8,Working,11
1714,6,9,Working,11
1714,6,10,Shopping,6
1714,6,11,Traveling / Commuting,10
1714,6,12,Shopping,6
1714,6,13,Education,2
1714,6,14,Shopping,6
1714,6,15,Socializing and Leisure,8
1714,6,16,Household Activities,3
1714,6,17,Traveling / Commuting,10
1714,6,18,Shopping,6
1714,6,19,Socializing and Leisure,8
1714,6,20,Socializing and Leisure,8
1714,6,21,Household Activities,3
1714,6,22,Sleeping,7
1714,6,23,Sleeping,7
1715,0,0,Sleeping,7
1715,0,1,Sleeping,7
1715,0,2,Sleeping,7
1715,0,3,Household Activities,3
1715,0,4,Sleeping,7
1715,0,5,Sleeping,7
1715,0,6,Sports and Exercise,9
1715,0,7,Eating and Drinking,1
1715,0,8,Shopping,6
1715,0,9,Shopping,6
1715,0,10,Working,11
1715,0,11,Eating and Drinking,1
1715,0,12,Eating and Drinking,1
1715,0,13,Eating and Drinking,1
1715,0,14,Working,11
1715,0,15,Religious and Volunteer Activities,5
1715,0,16,Household Activities,3
1715,0,17,Traveling / Commuting,10
1715,0,18,Shopping,6
1715,0,19,Socializing and Leisure,8
1715,0,20,Eating and Drinking,1
1715,0,21,Eating and Drinking,1
1715,0,22,Personal Care,4
1715,0,23,Socializing and Leisure,8
1716,1,0,Sleeping,7
1716,1,1,Sleeping,7
1716,1,2,Sleeping,7
1716,1,3,Sleeping,7
1716,1,4,Sleeping,7
1716,1,5,Household Activities,3
1716,1,6,Personal Care,4
1716,1,7,Personal Care,4
1716,1,8,Household Activities,3
1716,1,9,Religious and Volunteer Activities,5
1716,1,10,Working,11
1716,1,11,Working,11
1716,1,12,Working,11
1716,1,13,Eating and Drinking,1
1716,1,14,Education,2
1716,1,15,Working,11
1716,1,16,Sports and Exercise,9
1716,1,17,Shopping,6
1716,1,18,Socializing and Leisure,8
1716,1,19,Personal Care,4
1716,1,20,Education,2
1716,1,21,Personal Care,4
1716,1,22,Caring for Household Members,0
1716,1,23,Working,11
1717,2,0,Sleeping,7
1717,2,1,Sleeping,7
1717,2,2,Education,2
1717,2,3,Sleeping,7
1717,2,4,Socializing and Leisure,8
1717,2,5,Sleeping,7
1717,2,6,Eating and Drinking,1
1717,2,7,Personal Care,4
1717,2,8,Sleeping,7
1717,2,9,Working,11
1717,2,10,Eating and Drinking,1
1717,2,11,Religious and Volunteer Activities,5
1717,2,12,Education,2
1717,2,13,Sleeping,7
1717,2,14,Working,11
1717,2,15,Socializing and Leisure,8
1717,2,16,Household Activities,3
1717,2,17,Traveling / Commuting,10
1717,2,18,Shopping,6
1717,2,19,Socializing and Leisure,8
1717,2,20,Socializing and Leisure,8
1717,2,21,Socializing and Leisure,8
1717,2,22,Sleeping,7
1717,2,23,Sleeping,7
1718,3,0,Sleeping,7
1718,3,1,Sleeping,7
1718,3,2,Sleeping,7
1718,3,3,Sleeping,7
1718,3,4,Sleeping,7
1718,3,5,Personal Care,4
1718,3,6,Personal Care,4
1718,3,7,Caring for Household Members,0
1718,3,8,Traveling / Commuting,10
1718,3,9,Education,2
1718,3,10,Religious and Volunteer Activities,5
1718,3,11,Religious and Volunteer Activities,5
1718,3,12,Education,2
1718,3,13,Working,11
1718,3,14,Working,11
1718,3,15,Working,11
1718,3,16,Religious and Volunteer Activities,5
1718,3,17,Caring for Household Members,0
1718,3,18,Eating and Drinking,1
1718,3,19,Religious and Volunteer Activities,5
1718,3,20,Caring for Household Members,0
1718,3,21,Socializing and Leisure,8
1718,3,22,Socializing and Leisure,8
1718,3,23,Socializing and Leisure,8
1719,4,0,Sleeping,7
1719,4,1,Sleeping,7
1719,4,2,Sleeping,7
1719,4,3,Sleeping,7
1719,4,4,Sleeping,7
1719,4,5,Sports and Exercise,9
1719,4,6,Eating and Drinking,1
1719,4,7,Eating and Drinking,1
1719,4,8,Working,11
1719,4,9,Shopping,6
1719,4,10,Eating and Drinking,1
1719,4,11,Education,2
1719,4,12,Eating and Drinking,1
1719,4,13,Eating and Drinking,1
1719,4,14,Working,11
1719,4,15,Shopping,6
1719,4,16,Working,11
1719,4,17,Caring for Household Members,0
1719,4,18,Traveling / Commuting,10
1719,4,19,Education,2
1719,4,20,Education,2
1719,4,21,Socializing and Leisure,8
1719,4,22,Socializing and Leisure,8
1719,4,23,Personal Care,4
1720,5,0,Socializing and Leisure,8
1720,5,1,Sleeping,7
1720,5,2,Sleeping,7
1720,5,3,Sleeping,7
